time,flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
128.12013735949586,3.1227803e+05,1.5292023e+01,0,1.120339e-03,179.91467,615.84851,939,3.1181116e+05,1.5095201e+01,2.7701431e+03,1.3023002e+00,3.1227803e+05,1.5292023e+01,0,,,,,179.91467,6.9453585e-05,615.84851,5.4274024e-05,-6.4107630e-04,-3.5692703e-03
128.14057166835119,3.1229516e+05,1.5288272e+01,0,1.121048e-03,179.91457,615.84826,940,3.1180450e+05,1.5095530e+01,2.7720325e+03,1.3055133e+00,3.1229516e+05,1.5288272e+01,0,,,,,179.91457,6.9458656e-05,615.84826,5.4278622e-05,-8.7995495e-04,-3.5486566e-03
128.1610059770901,3.1225953e+05,1.5282105e+01,0,1.121757e-03,179.91453,615.84835,941,3.1177938e+05,1.5094278e+01,2.7752803e+03,1.2977914e+00,3.1225953e+05,1.5282105e+01,0,,,,,179.91453,6.9461043e-05,615.84835,5.4278011e-05,-9.9873729e-04,-3.5894711e-03
128.18144028570532,3.1227462e+05,1.5303966e+01,0,1.122466e-03,179.91439,615.84822,942,3.1179978e+05,1.5094772e+01,2.7707148e+03,1.2999129e+00,3.1227462e+05,1.5303966e+01,0,,,,,179.91439,6.9455346e-05,615.84822,5.4271411e-05,-1.1002506e-03,-3.9436249e-03
128.20187449432706,3.1227800e+05,1.5228085e+01,0,1.123174e-03,179.91429,615.84817,943,3.1179809e+05,1.5095098e+01,2.7658623e+03,1.3031961e+00,3.1227800e+05,1.5228085e+01,0,,,,,179.91429,6.9459718e-05,615.84817,5.4277632e-05,-1.0494874e-03,-3.6923713e-03
128.22230890294304,3.1226931e+05,1.5293840e+01,0,1.123883e-03,179.91438,615.84804,944,3.1180900e+05,1.5094679e+01,2.7669897e+03,1.3037324e+00,3.1226931e+05,1.5293840e+01,0,,,,,179.91438,6.9453483e-05,615.84804,5.4266282e-05,-1.1379777e-03,-4.2378777e-03
128.24274321156554,3.1231869e+05,1.5278754e+01,0,1.124592e-03,179.91402,615.84798,945,3.1184284e+05,1.5095736e+01,2.7722646e+03,1.2990801e+00,3.1231869e+05,1.5278754e+01,0,,,,,179.91402,6.9449838e-05,615.84798,5.4265878e-05,-1.1899542e-03,-4.0975688e-03
128.26317742007086,3.1228259e+05,1.5297807e+01,0,1.125300e-03,179.91453,615.84832,946,3.1178912e+05,1.5094564e+01,2.7693577e+03,1.2988524e+00,3.1228259e+05,1.5297807e+01,0,,,,,179.91453,6.9461697e-05,615.84832,5.4280059e-05,-8.2305545e-04,-3.5760084e-03
128.2836118285777,3.1228206e+05,1.5304742e+01,0,1.126009e-03,179.91436,615.84835,947,3.1181353e+05,1.5095086e+01,2.7704045e+03,1.3006781e+00,3.1228206e+05,1.5304742e+01,0,,,,,179.91436,6.9448550e-05,615.84835,5.4270295e-05,-1.1038964e-03,-3.8168973e-03
128.3040461369601,3.1229053e+05,1.5261255e+01,0,1.126717e-03,179.91424,615.84805,948,3.1180647e+05,1.5095182e+01,2.7686279e+03,1.3020294e+00,3.1229053e+05,1.5261255e+01,0,,,,,179.91424,6.9457084e-05,615.84805,5.4277389e-05,-1.2182534e-03,-3.8279144e-03
128.324480345349,3.1229691e+05,1.5279127e+01,0,1.127425e-03,179.91421,615.84833,949,3.1182862e+05,1.5095556e+01,2.7681333e+03,1.3028229e+00,3.1229691e+05,1.5279127e+01,0,,,,,179.91421,6.9448550e-05,615.84833,5.4268497e-05,-1.0856159e-03,-3.7044375e-03
128.365349061889,3.1229447e+05,1.5276599e+01,10000000000000,1.128842e-03,179.91422,615.84794,951,3.1182144e+05,1.5095537e+01,2.7693164e+03,1.3018380e+00,3.1229447e+05,1.5276599e+01,10000000000000,,,,,179.91422,6.9453279e-05,615.84794,5.4271899e-05,-1.0720912e-03,-4.1387067e-03
128.38578337016224,3.1225862e+05,1.5254019e+01,0,1.129550e-03,179.91386,615.84769,952,3.1180881e+05,1.5094389e+01,2.7686506e+03,1.3003166e+00,3.1225862e+05,1.5254019e+01,0,,,,,179.91386,6.9453141e-05,615.84769,5.4264623e-05,-1.3883919e-03,-4.6493141e-03
128.4062176784355,3.1230078e+05,1.5259559e+01,0,1.130258e-03,179.91412,615.84798,953,3.1183475e+05,1.5095447e+01,2.7628120e+03,1.2998774e+00,3.1230078e+05,1.5259559e+01,0,,,,,179.91412,6.9445887e-05,615.84798,5.4268574e-05,-1.2087197e-03,-4.0423814e-03
128.42665198658506,3.1229984e+05,1.5285300e+01,0,1.130967e-03,179.91408,615.84806,954,3.1183716e+05,1.5095561e+01,2.7711025e+03,1.3001099e+00,3.1229984e+05,1.5285300e+01,0,,,,,179.91408,6.9448739e-05,615.84806,5.4265107e-05,-1.2511116e-03,-4.0773586e-03
128.44708629462548,3.1231288e+05,1.5298443e+01,0,1.131675e-03,179.91388,615.84766,955,3.1185175e+05,1.5095386e+01,2.7652715e+03,1.3018796e+00,3.1231288e+05,1.5298443e+01,0,,,,,179.91388,6.9440437e-05,615.84766,5.4258686e-05,-1.4052347e-03,-4.6685697e-03
128.46752060277504,3.1231200e+05,1.5254920e+01,0,1.132383e-03,179.91427,615.84769,956,3.1185884e+05,1.5095388e+01,2.7678982e+03,1.3005931e+00,3.1231200e+05,1.5254920e+01,0,,,,,179.91427,6.9435722e-05,615.84769,5.4259155e-05,-1.1158357e-03,-4.4787298e-03
128.48795481069828,3.1230438e+05,1.5269213e+01,0,1.133091e-03,179.91413,615.84747,957,3.1185188e+05,1.5095326e+01,2.7648232e+03,1.3030216e+00,3.1230438e+05,1.5269213e+01,0,,,,,179.91413,6.9435242e-05,615.84747,5.4259533e-05,-1.1941631e-03,-4.6185642e-03
128.50838921873947,3.1227241e+05,1.5281918e+01,0,1.133799e-03,179.91428,615.84795,958,3.1181941e+05,1.5094979e+01,2.7784207e+03,1.3027302e+00,3.1227241e+05,1.5281918e+01,0,,,,,179.91428,6.9447175e-05,615.84795,5.4271830e-05,-9.0341468e-04,-4.2693084e-03
128.52882352666347,3.1224866e+05,1.5261909e+01,10000000,1.134507e-03,179.91418,615.84741,959,3.1180394e+05,1.5094318e+01,2.7646675e+03,1.2994605e+00,3.1224866e+05,1.5261909e+01,10000000,,,,,179.91418,6.9444141e-05,615.84741,5.4265402e-05,-9.6882158e-04,-4.8776516e-03
128.54925773446303,3.1230012e+05,1.5276996e+01,0,1.135214e-03,179.91417,615.84745,960,3.1184884e+05,1.5095386e+01,2.7687578e+03,1.3033655e+00,3.1230012e+05,1.5276996e+01,0,,,,,179.91417,6.9439811e-05,615.84745,5.4263193e-05,-1.1200428e-03,-4.6508838e-03
128.5696921423878,3.1227369e+05,1.5295848e+01,10000000000000,1.135922e-03,179.91396,615.84759,961,3.1182512e+05,1.5094688e+01,2.7620940e+03,1.3014609e+00,3.1227369e+05,1.5295848e+01,10000000000000,,,,,179.91396,6.9439106e-05,615.84759,5.4260534e-05,-1.0631292e-03,-4.6673669e-03
128.5901264501881,3.1231016e+05,1.5271170e+01,0,1.136630e-03,179.91419,615.84758,962,3.1186775e+05,1.5095694e+01,2.7634390e+03,1.3036342e+00,3.1231016e+05,1.5271170e+01,0,,,,,179.91419,6.9434245e-05,615.84758,5.4252723e-05,-1.0402227e-03,-4.7692223e-03
128.61056065787852,3.1229791e+05,1.5274988e+01,0,1.137338e-03,179.91429,615.84757,963,3.1184809e+05,1.5094812e+01,2.7650691e+03,1.2973778e+00,3.1229791e+05,1.5274988e+01,0,,,,,179.91429,6.9433438e-05,615.84757,5.4261534e-05,-9.0183364e-04,-4.6272995e-03
128.6309949655697,3.1224278e+05,1.5285369e+01,0,1.138046e-03,179.91416,615.84773,964,3.1180766e+05,1.5093913e+01,2.7677292e+03,1.2980328e+00,3.1224278e+05,1.5285369e+01,0,,,,,179.91416,6.9439979e-05,615.84773,5.4262146e-05,-9.6310081e-04,-4.6910676e-03
128.65142937326164,3.1226494e+05,1.5270123e+01,0,1.138753e-03,179.91431,615.84755,965,3.1181559e+05,1.5094456e+01,2.7654951e+03,1.3017937e+00,3.1226494e+05,1.5270123e+01,0,,,,,179.91431,6.9438160e-05,615.84755,5.4263350e-05,-9.2555850e-04,-4.6647186e-03
128.67186368082912,3.1228956e+05,1.5289785e+01,0,1.139461e-03,179.91402,615.84713,966,3.1184656e+05,1.5094924e+01,2.7636602e+03,1.3000300e+00,3.1228956e+05,1.5289785e+01,0,,,,,179.91402,6.9433278e-05,615.84713,5.4257202e-05,-1.1789643e-03,-5.1902365e-03
128.69229788840312,3.1227838e+05,1.5297114e+01,0,1.140168e-03,179.91409,615.84739,967,3.1183709e+05,1.5095154e+01,2.7643782e+03,1.3047115e+00,3.1227838e+05,1.5297114e+01,0,,,,,179.91409,6.9432535e-05,615.84739,5.4256070e-05,-1.0012772e-03,-5.0746058e-03
128.71273229597136,3.1228741e+05,1.5275379e+01,0,1.140876e-03,179.91422,615.84728,968,3.1183362e+05,1.5094672e+01,2.7658369e+03,1.2996780e+00,3.1228741e+05,1.5275379e+01,0,,,,,179.91422,6.9439462e-05,615.84728,5.4263481e-05,-8.0941670e-04,-4.9178922e-03
128.7331666034297,3.1227350e+05,1.5285552e+01,0,1.141583e-03,179.91407,615.84710,969,3.1184612e+05,1.5094738e+01,2.7694919e+03,1.2972071e+00,3.1227350e+05,1.5285552e+01,0,,,,,179.91407,6.9432615e-05,615.84710,5.4253665e-05,-1.0595871e-03,-5.4595629e-03
128.75360081077088,3.1231281e+05,1.5295453e+01,0,1.142291e-03,179.91456,615.84699,970,3.1187103e+05,1.5095484e+01,2.7666365e+03,1.3010111e+00,3.1231281e+05,1.5295453e+01,0,,,,,179.91456,6.9427995e-05,615.84699,5.4253098e-05,-5.9514603e-04,-5.2204388e-03
128.77403511822922,3.1228494e+05,1.5280858e+01,0,1.142998e-03,179.91437,615.84708,971,3.1184612e+05,1.5094955e+01,2.7611914e+03,1.3000549e+00,3.1228494e+05,1.5280858e+01,0,,,,,179.91437,6.9432608e-05,615.84708,5.4259770e-05,-7.6595967e-04,-5.1766234e-03
128.79446952544822,,,11000001000000,1.143705e-03,,,972,,,,,,,11000001000000,,,,,,,,,,
128.8149037327894,3.1226475e+05,1.5294597e+01,0,1.144413e-03,179.91448,615.84721,973,3.1182447e+05,1.5095104e+01,2.7897375e+03,1.3009624e+00,3.1226475e+05,1.5294597e+01,0,,,,,179.91448,6.9446411e-05,615.84721,5.4270939e-05,-7.2051713e-04,-5.0036130e-03
128.83533804000763,3.1230806e+05,1.5285947e+01,10000000000000,1.145120e-03,179.91432,615.84684,974,3.1188281e+05,1.5095763e+01,2.7605229e+03,1.3030910e+00,3.1230806e+05,1.5285947e+01,10000000000000,,,,,179.91432,6.9424001e-05,615.84684,5.4244982e-05,-8.5256406e-04,-5.6561003e-03
128.85577234723314,3.1229391e+05,1.5298323e+01,0,1.145827e-03,179.91424,615.84656,975,3.1185738e+05,1.5094925e+01,2.7650527e+03,1.2978085e+00,3.1229391e+05,1.5298323e+01,0,,,,,179.91424,6.9426416e-05,615.84656,5.4250730e-05,-9.2744845e-04,-6.0558198e-03
128.87620665434224,3.1229909e+05,1.5280779e+01,0,1.146534e-03,179.91435,615.84653,976,3.1186097e+05,1.5095364e+01,2.7660667e+03,1.3011693e+00,3.1229909e+05,1.5280779e+01,0,,,,,179.91435,6.9427508e-05,615.84653,5.4253273e-05,-8.4156648e-04,-5.8327750e-03
128.89664096145134,3.1229681e+05,1.5281958e+01,0,1.147241e-03,179.91420,615.84670,977,3.1187459e+05,1.5095644e+01,2.7620137e+03,1.3028145e+00,3.1229681e+05,1.5281958e+01,0,,,,,179.91420,6.9422465e-05,615.84670,5.4244556e-05,-1.0872016e-03,-5.8733127e-03
128.91707526843675,3.1229744e+05,1.5285839e+01,0,1.147948e-03,179.91425,615.84699,978,3.1186225e+05,1.5095008e+01,2.7681689e+03,1.2981257e+00,3.1229744e+05,1.5285839e+01,0,,,,,179.91425,6.9426736e-05,615.84699,5.4250995e-05,-7.3696015e-04,-5.4325592e-03
128.93750957542943,3.1227297e+05,1.5302268e+01,0,1.148655e-03,179.91434,615.84705,979,3.1182434e+05,1.5094306e+01,2.7649619e+03,1.2994648e+00,3.1227297e+05,1.5302268e+01,0,,,,,179.91434,6.9432950e-05,615.84705,5.4254953e-05,-7.5776980e-04,-5.4268106e-03
128.95794388241484,3.1225334e+05,1.5291437e+01,0,1.149362e-03,179.91476,615.84731,980,3.1182428e+05,1.5094314e+01,2.7594175e+03,1.3015238e+00,3.1225334e+05,1.5291437e+01,0,,,,,179.91476,6.9427566e-05,615.84731,5.4252308e-05,-4.1819195e-04,-5.1470213e-03
128.9783781892911,3.1226056e+05,1.5294834e+01,0,1.150069e-03,179.91445,615.84718,981,3.1182644e+05,1.5094393e+01,2.7631023e+03,1.3002036e+00,3.1226056e+05,1.5294834e+01,0,,,,,179.91445,6.9431131e-05,615.84718,5.4253178e-05,-5.8403937e-04,-5.3447336e-03
128.9988123961666,3.1228891e+05,1.5293900e+01,0,1.150776e-03,179.91443,615.84721,982,3.1185503e+05,1.5095037e+01,2.7640737e+03,1.3011858e+00,3.1228891e+05,1.5293900e+01,0,,,,,179.91443,6.9422866e-05,615.84721,5.4249784e-05,-6.9560541e-04,-5.2658962e-03
129.01924680304364,3.1228512e+05,1.5291728e+01,0,1.151483e-03,179.91439,615.84700,983,3.1184791e+05,1.5095010e+01,2.7623098e+03,1.3021476e+00,3.1228512e+05,1.5291728e+01,0,,,,,179.91439,6.9427973e-05,615.84700,5.4251799e-05,-5.6240335e-04,-5.5045332e-03
129.0396811096798,3.1226316e+05,1.5288013e+01,0,1.152190e-03,179.91437,615.84704,984,3.1183409e+05,1.5094584e+01,2.7619751e+03,1.3013345e+00,3.1226316e+05,1.5288013e+01,0,,,,,179.91437,6.9424350e-05,615.84704,5.4252254e-05,-7.1536371e-04,-5.5288696e-03
129.0601153164389,3.1230716e+05,1.5296250e+01,0,1.152896e-03,179.91432,615.84702,985,3.1186294e+05,1.5095162e+01,2.7595400e+03,1.3010257e+00,3.1230716e+05,1.5296250e+01,0,,,,,179.91432,6.9423077e-05,615.84702,5.4250348e-05,-7.6907309e-04,-5.3478377e-03
129.08054972307582,3.1231106e+05,1.5287965e+01,10000000000000,1.153603e-03,179.91411,615.84729,986,3.1188353e+05,1.5095377e+01,2.7696550e+03,1.2994088e+00,3.1231106e+05,1.5287965e+01,10000000000000,,,,,179.91411,6.9433430e-05,615.84729,5.4302458e-05,-7.3428050e-04,-5.2343733e-03
129.10098402971926,3.1227791e+05,1.5286997e+01,10000000000000,1.154310e-03,179.91444,615.84724,987,3.1185288e+05,1.5094922e+01,2.7614126e+03,1.3005251e+00,3.1227791e+05,1.5286997e+01,10000000000000,,,,,179.91444,6.9424037e-05,615.84724,5.4248361e-05,-7.2756468e-04,-5.4221819e-03
129.12141833624628,3.1230553e+05,1.5296250e+01,0,1.155016e-03,179.91442,615.84708,988,3.1186906e+05,1.5094997e+01,2.7616035e+03,1.2969265e+00,3.1230553e+05,1.5296250e+01,0,,,,,179.91442,6.9423520e-05,615.84708,5.4250842e-05,-6.4592296e-04,-5.2691242e-03
129.14185254277254,3.1226534e+05,1.5269876e+01,0,1.155723e-03,179.91412,615.84688,989,3.1185191e+05,1.5094769e+01,2.7644587e+03,1.2994686e+00,3.1226534e+05,1.5269876e+01,0,,,,,179.91412,6.9421178e-05,615.84688,5.4249351e-05,-9.1449422e-04,-5.8891987e-03
129.16228694929305,3.1231112e+05,1.5295922e+01,0,1.156429e-03,179.91436,615.84717,990,3.1187431e+05,1.5095223e+01,2.7652341e+03,1.2983471e+00,3.1231112e+05,1.5295922e+01,0,,,,,179.91436,6.9419664e-05,615.84717,5.4249700e-05,-6.9774856e-04,-5.2171070e-03
129.18272125570365,3.1224084e+05,1.5286125e+01,0,1.157136e-03,179.91471,615.84735,991,3.1181522e+05,1.5093838e+01,2.7603892e+03,1.2982644e+00,3.1224084e+05,1.5286125e+01,0,,,,,179.91471,6.9426460e-05,615.84735,5.4257402e-05,-2.7985894e-04,-5.0861253e-03
129.2031554621135,3.1227406e+05,1.5278236e+01,0,1.157842e-03,179.91463,615.84714,992,3.1185484e+05,1.5095082e+01,2.7632771e+03,1.3035648e+00,3.1227406e+05,1.5278236e+01,0,,,,,179.91463,6.9418937e-05,615.84714,5.4247233e-05,-5.4636295e-04,-5.5101113e-03
129.22358986840118,3.1226112e+05,1.5288931e+01,0,1.158548e-03,179.91478,615.84699,993,3.1182228e+05,1.5094469e+01,2.7652195e+03,1.3008400e+00,3.1226112e+05,1.5288931e+01,0,,,,,179.91478,6.9435031e-05,615.84699,5.4257926e-05,-3.2846414e-04,-5.2811401e-03
129.24402417469537,3.1228141e+05,1.5268799e+01,10000000000000,1.159255e-03,179.91432,615.84713,994,3.1185900e+05,1.5095133e+01,2.7593748e+03,1.3026301e+00,3.1228141e+05,1.5268799e+01,10000000000000,,,,,179.91432,6.9423215e-05,615.84713,5.4242628e-05,-4.9028359e-04,-5.5402541e-03
129.2644583809888,3.1227797e+05,1.5279037e+01,0,1.159961e-03,179.91452,615.84710,995,3.1185438e+05,1.5094907e+01,2.7618296e+03,1.3011361e+00,3.1227797e+05,1.5279037e+01,0,,,,,179.91452,6.9420981e-05,615.84710,5.4249296e-05,-5.4988323e-04,-5.4680062e-03
129.2848926871593,3.1227353e+05,1.5271192e+01,0,1.160667e-03,179.91458,615.84697,996,3.1184750e+05,1.5094721e+01,2.7661221e+03,1.2996660e+00,3.1227353e+05,1.5271192e+01,0,,,,,179.91458,6.9421556e-05,615.84697,5.4252057e-05,-5.1443645e-04,-5.5191894e-03
129.30532709322142,3.1229266e+05,1.5274184e+01,0,1.161373e-03,179.91450,615.84701,997,3.1187062e+05,1.5095230e+01,2.7607847e+03,1.3023483e+00,3.1229266e+05,1.5274184e+01,0,,,,,179.91450,6.9410475e-05,615.84701,5.4244181e-05,-6.0949236e-04,-5.7084672e-03
129.32576129939844,3.1227600e+05,1.5286423e+01,0,1.162079e-03,179.91455,615.84709,998,3.1184756e+05,1.5095091e+01,2.7626724e+03,1.3041824e+00,3.1227600e+05,1.5286423e+01,0,,,,,179.91455,6.9422451e-05,615.84709,5.4251690e-05,-5.2284420e-04,-5.4053986e-03
129.3461956053361,3.1227850e+05,1.5277756e+01,0,1.162785e-03,179.91439,615.84704,999,3.1184550e+05,1.5094960e+01,2.7579456e+03,1.3037711e+00,3.1227850e+05,1.5277756e+01,0,,,,,179.91439,6.9421774e-05,615.84704,5.4249515e-05,-6.1735843e-04,-5.5769100e-03
129.36663001139823,3.1227922e+05,1.5266898e+01,0,1.163491e-03,179.91448,615.84699,1000,3.1186628e+05,1.5094807e+01,2.7632214e+03,1.2983240e+00,3.1227922e+05,1.5266898e+01,0,,,,,179.91448,6.9412745e-05,615.84699,5.4245753e-05,-4.3787161e-04,-5.5579212e-03
129.3870642173424,3.1228656e+05,1.5272430e+01,0,1.164197e-03,179.91470,615.84707,1001,3.1185266e+05,1.5094664e+01,2.7633438e+03,1.2998132e+00,3.1228656e+05,1.5272430e+01,0,,,,,179.91470,6.9416019e-05,615.84707,5.4248569e-05,-1.3689566e-04,-5.3965664e-03
129.40749852316367,3.1227291e+05,1.5273759e+01,0,1.164903e-03,179.91510,615.84726,1002,3.1183784e+05,1.5094465e+01,2.7597368e+03,1.3022979e+00,3.1227291e+05,1.5273759e+01,0,,,,,179.91510,6.9422989e-05,615.84726,5.4246146e-05,1.3493463e-04,-5.2382415e-03
129.4279328289922,3.1226216e+05,1.5257425e+01,0,1.165609e-03,179.91500,615.84736,1003,3.1184112e+05,1.5094733e+01,2.7619844e+03,1.3033546e+00,3.1226216e+05,1.5257425e+01,0,,,,,179.91500,6.9418667e-05,615.84736,5.4252036e-05,-1.6867230e-05,-5.1382240e-03
129.4483672348142,3.1227941e+05,1.5252683e+01,10000000,1.166315e-03,179.91547,615.84758,1004,3.1185134e+05,1.5093721e+01,2.7623757e+03,1.3020197e+00,3.1227941e+05,1.5252683e+01,10000000,,,,,179.91547,6.9414767e-05,615.84758,5.4246400e-05,3.9323853e-04,-4.8729670e-03
129.46880144052557,3.1229097e+05,1.5261024e+01,0,1.167021e-03,179.91539,615.84753,1005,3.1184531e+05,1.5092963e+01,2.7614709e+03,1.3004698e+00,3.1229097e+05,1.5261024e+01,0,,,,,179.91539,6.9412541e-05,615.84753,5.4252258e-05,4.4071765e-04,-4.7470131e-03
129.48923574623768,3.1229069e+05,1.5247036e+01,0,1.167726e-03,179.91551,615.84745,1006,3.1186919e+05,1.5093776e+01,2.7610447e+03,1.3053831e+00,3.1229069e+05,1.5247036e+01,0,,,,,179.91551,6.9407964e-05,615.84745,5.4243712e-05,4.6200256e-04,-4.9337964e-03
129.50967015195056,3.1223778e+05,1.5257197e+01,0,1.168432e-03,179.91504,615.84746,1007,3.1182575e+05,1.5094137e+01,2.7563203e+03,1.3003412e+00,3.1223778e+05,1.5257197e+01,0,,,,,179.91504,6.9420123e-05,615.84746,5.4249678e-05,8.9415531e-05,-5.1486632e-03
129.53010435753822,3.1230525e+05,1.5270735e+01,0,1.169138e-03,179.91519,615.84718,1008,3.1187362e+05,1.5095136e+01,2.7587798e+03,1.3008381e+00,3.1230525e+05,1.5270735e+01,0,,,,,179.91519,6.9410562e-05,615.84718,5.4246571e-05,1.1160192e-04,-5.1229028e-03
129.5505386630175,3.1228366e+05,1.5207797e+01,0,1.169843e-03,179.91484,615.84745,1009,3.1186369e+05,1.5094945e+01,2.7621252e+03,1.3021830e+00,3.1228366e+05,1.5207797e+01,0,,,,,179.91484,6.9408416e-05,615.84745,5.4241715e-05,5.6850778e-05,-5.1705819e-03
129.5709729684968,3.1227666e+05,1.5251953e+01,0,1.170548e-03,179.91491,615.84772,1010,3.1183278e+05,1.5094096e+01,2.7626770e+03,1.2983025e+00,3.1227666e+05,1.5251953e+01,0,,,,,179.91491,6.9418886e-05,615.84772,5.4253163e-05,1.3327861e-04,-4.6054730e-03
129.5914072739688,3.1229056e+05,1.5244924e+01,0,1.171254e-03,179.91496,615.84753,1011,3.1187334e+05,1.5095118e+01,2.7564739e+03,1.3022333e+00,3.1229056e+05,1.5244924e+01,0,,,,,179.91496,6.9411406e-05,615.84753,5.4243028e-05,9.0556801e-05,-5.0265817e-03
129.61184157933167,3.1226944e+05,1.5235082e+01,0,1.171959e-03,179.91471,615.84741,1012,3.1184825e+05,1.5094651e+01,2.7588962e+03,1.3024163e+00,3.1226944e+05,1.5235082e+01,0,,,,,179.91471,6.9412679e-05,615.84741,5.4245476e-05,-4.4561129e-05,-5.2411351e-03
129.63227588469454,3.1229325e+05,1.5254175e+01,0,1.172665e-03,179.91472,615.84729,1013,3.1185484e+05,1.5095039e+01,2.7586189e+03,1.3030187e+00,3.1229325e+05,1.5254175e+01,0,,,,,179.91472,6.9418929e-05,615.84729,5.4248205e-05,-2.0777030e-04,-5.1334794e-03
129.65271019005013,3.1229125e+05,1.5212812e+01,0,1.173370e-03,179.91467,615.84727,1014,3.1186391e+05,1.5094830e+01,2.7533201e+03,1.3019572e+00,3.1229125e+05,1.5212812e+01,0,,,,,179.91467,6.9407753e-05,615.84727,5.4241445e-05,-2.2513521e-04,-5.3349729e-03
129.67314449529658,3.1224712e+05,1.5248241e+01,0,1.174075e-03,179.91444,615.84721,1015,3.1182169e+05,1.5093973e+01,2.7621548e+03,1.2996137e+00,3.1224712e+05,1.5248241e+01,0,,,,,179.91444,6.9420239e-05,615.84721,5.4249518e-05,-5.3970871e-04,-5.4086982e-03
129.69357880042662,3.1226344e+05,1.5244230e+01,0,1.174780e-03,179.91446,615.84704,1016,3.1183941e+05,1.5094572e+01,2.7582744e+03,1.3020141e+00,3.1226344e+05,1.5244230e+01,0,,,,,179.91446,6.9416732e-05,615.84704,5.4249369e-05,-5.9269590e-04,-5.4608979e-03
129.71401310554938,3.1226412e+05,1.5230053e+01,0,1.175486e-03,179.91389,615.84698,1017,3.1184744e+05,1.5094756e+01,2.7576509e+03,1.3027189e+00,3.1226412e+05,1.5230053e+01,0,,,,,179.91389,6.9416201e-05,615.84698,5.4243992e-05,-9.4353961e-04,-5.7610758e-03
129.73444741067942,3.1227803e+05,1.5243630e+01,0,1.176191e-03,179.91361,615.84682,1018,3.1186247e+05,1.5094775e+01,2.7581501e+03,1.2996066e+00,3.1227803e+05,1.5243630e+01,0,,,,,179.91361,6.9412017e-05,615.84682,5.4240303e-05,-1.2243800e-03,-5.9584086e-03
129.75488171580946,3.1227494e+05,1.5241266e+01,0,1.176896e-03,179.91400,615.84679,1019,3.1185703e+05,1.5095033e+01,2.7564102e+03,1.3034467e+00,3.1227494e+05,1.5241266e+01,0,,,,,179.91400,6.9411035e-05,615.84679,5.4239674e-05,-9.2007220e-04,-5.9833075e-03
129.7753160206994,3.1229600e+05,1.5236598e+01,0,1.177601e-03,179.91390,615.84669,1020,3.1187719e+05,1.5095293e+01,2.7582810e+03,1.3023584e+00,3.1229600e+05,1.5236598e+01,0,,,,,179.91390,6.9405651e-05,615.84669,5.4243334e-05,-1.1347071e-03,-5.8898116e-03
129.79575042571378,3.1228566e+05,1.5205866e+01,0,1.178306e-03,179.91392,615.84699,1021,3.1186166e+05,1.5094831e+01,2.7563484e+03,1.3009143e+00,3.1228566e+05,1.5205866e+01,0,,,,,179.91392,6.9408161e-05,615.84699,5.4241027e-05,-1.0871242e-03,-5.6870817e-03
129.81618463061022,3.1229247e+05,1.5224556e+01,0,1.179011e-03,179.91385,615.84704,1022,3.1185725e+05,1.5094789e+01,2.7553235e+03,1.3010169e+00,3.1229247e+05,1.5224556e+01,0,,,,,179.91385,6.9411071e-05,615.84704,5.4244538e-05,-1.1134545e-03,-5.4906360e-03
129.83661893538374,3.1228628e+05,1.5207498e+01,0,1.179715e-03,179.91380,615.84699,1023,3.1185484e+05,1.5094967e+01,2.7563660e+03,1.3037575e+00,3.1228628e+05,1.5207498e+01,0,,,,,179.91380,6.9413400e-05,615.84699,5.4244043e-05,-1.1227325e-03,-5.6768847e-03
129.85705324016453,3.1230162e+05,1.5176834e+01,0,1.180420e-03,179.91390,615.84712,1024,3.1188150e+05,1.5095269e+01,2.7580610e+03,1.3026445e+00,3.1230162e+05,1.5176834e+01,0,,,,,179.91390,6.9402660e-05,615.84712,5.4236691e-05,-1.0350711e-03,-5.5137943e-03
129.87748754494532,3.1231941e+05,1.5214051e+01,0,1.181125e-03,179.91360,615.84695,1025,3.1187922e+05,1.5095409e+01,2.7550625e+03,1.3023598e+00,3.1231941e+05,1.5214051e+01,0,,,,,179.91360,6.9410686e-05,615.84695,5.4243519e-05,-1.3752268e-03,-5.5838204e-03
129.89792184960243,3.1230238e+05,1.5184935e+01,0,1.181830e-03,179.91327,615.84652,1026,3.1188166e+05,1.5095400e+01,2.7562644e+03,1.3013190e+00,3.1230238e+05,1.5184935e+01,0,,,,,179.91327,6.9405884e-05,615.84652,5.4238684e-05,-1.6552227e-03,-6.3277711e-03
129.9183561542668,3.1231209e+05,1.5207710e+01,0,1.182534e-03,179.91369,615.84692,1027,3.1188972e+05,1.5095643e+01,2.7558635e+03,1.3039263e+00,3.1231209e+05,1.5207710e+01,0,,,,,179.91369,6.9401314e-05,615.84692,5.4236505e-05,-1.3883261e-03,-5.7947584e-03
