koi_period,koi_prad,koi_srad,koi_steff,koi_slogg,label,mission
17.83367834,2.43,1.337,6407.0,4.268,1.0,Kepler
19.55662003,2.45,1.36,5671.0,4.094,1.0,Kepler
82.6595174,2.03,0.553,3952.0,4.716,1.0,Kepler
2.03387483,1.6,1.899,5282.0,3.913,1.0,Kepler
5.07538255,1.74,1.118,5933.0,4.334,0.0,Kepler
23.9553986,2.84,1.781,5011.0,3.903,1.0,Kepler
24.3367026,1.95,0.806,5141.0,4.505,1.0,Kepler
7.40985182,1.18,0.836,5462.0,4.56,1.0,Kepler
1.02425556,29.83,0.764,5337.0,4.594,0.0,Kepler
4.63958598,1.52,1.646,6591.0,4.024,0.0,Kepler
15.5943758,1.08,1.076,6249.0,4.428,1.0,Kepler
34.4359387,2.78,1.363,5929.0,4.243,1.0,Kepler
5.317440164,1.94,1.054,5923.0,4.377,1.0,Kepler
10.10575764,1.28,1.054,5923.0,4.377,1.0,Kepler
28.86236571,2.53,1.088,5725.0,4.326,1.0,Kepler
210.6013843,7.7,1.2,5970.0,4.317,1.0,Kepler
75.731195,3.47,0.564,3891.0,4.718,1.0,Kepler
59.7371443,2.84,1.2,5970.0,4.317,1.0,Kepler
3.388887193,10.72,1.0,5780.0,4.438,0.0,Kepler
27.08239734,3.25,1.305,5857.0,4.204,1.0,Kepler
152.1060435,11.58,1.64,6200.0,4.072,1.0,Kepler
30.6528935,2.86,1.64,6200.0,4.072,1.0,Kepler
0.512869432,31.12,0.895,5853.0,4.529,0.0,Kepler
5.19492747,2.03,1.224,6415.0,4.374,1.0,Kepler
15.9314412,1.77,0.721,5380.0,4.616,1.0,Kepler
1.33251589,1.3,1.068,5701.0,4.291,0.0,Kepler
28.227413,2.82,0.849,5858.0,4.553,1.0,Kepler
0.545544979,0.93,0.92,6050.0,4.509,0.0,Kepler
419.97507836,1.53,0.872,5316.0,4.477,0.0,Kepler
4.76559056,0.92,1.125,5702.0,4.258,1.0,Kepler
2.98618134,1.16,1.041,6173.0,4.447,1.0,Kepler
25.9200092,1.28,0.704,5517.0,4.631,0.0,Kepler
6.17817366,1.22,1.101,5931.0,4.322,1.0,Kepler
2.04516705,2.9,2.157,9206.0,4.112,0.0,Kepler
7.25101997,0.91,0.827,5382.0,4.571,1.0,Kepler
5.65178922,2.03,1.463,6085.0,4.218,1.0,Kepler
19.96367208,1.5,0.79,5250.0,4.541,1.0,Kepler
57.3840375,1.62,0.79,5250.0,4.541,1.0,Kepler
1.541676547,1.88,1.089,5533.0,4.337,1.0,Kepler
6.397185875,15.02,1.0,5780.0,4.438,0.0,Kepler
2.976020742,2.07,1.796,5947.0,3.939,0.0,Kepler
15.95995611,2.27,0.965,5936.0,4.501,1.0,Kepler
7.37867551,1.11,0.965,5936.0,4.501,1.0,Kepler
4.903321801,2.37,1.298,6045.0,4.276,1.0,Kepler
1.82708193,5.95,1.769,5311.0,3.864,1.0,Kepler
22.845241036,30.35,1.351,5926.0,4.187,0.0,Kepler
2.5738437,0.57,0.854,5115.0,4.477,1.0,Kepler
18.3980827,1.26,1.015,5605.0,4.381,0.0,Kepler
11.62904159,1.31,1.131,5721.0,4.307,1.0,Kepler
13.6550963,1.35,0.962,6065.0,4.487,0.0,Kepler
27.50871575,2.98,1.137,5903.0,4.304,1.0,Kepler
20.0708757,3.2,1.513,5902.0,4.128,1.0,Kepler
98.353149,4.13,1.697,6366.0,4.045,1.0,Kepler
10.18318233,0.79,1.084,5843.0,4.421,1.0,Kepler
6.2321233,0.61,1.084,5843.0,4.421,1.0,Kepler
8.2942929,0.65,1.084,5843.0,4.421,1.0,Kepler
1.540411479,0.92,0.812,5769.0,4.57,0.0,Kepler
3.74785358,0.89,0.886,5706.0,4.537,0.0,Kepler
25.75274977,2.27,0.826,4963.0,4.501,1.0,Kepler
10.161023528,4.62,1.06,6032.0,4.387,1.0,Kepler
12.82993461,3.31,0.844,5862.0,4.555,1.0,Kepler
49.41121127,6.77,1.015,5768.0,4.434,1.0,Kepler
36.8567758,2.68,1.015,5768.0,4.434,1.0,Kepler
35.080928,1.21,1.126,6007.0,4.353,0.0,Kepler
10.39986173,1.5,0.826,4963.0,4.501,1.0,Kepler
0.828206212,3.88,3.227,5812.0,3.598,0.0,Kepler
24.31574009,2.8,1.047,6242.0,4.442,1.0,Kepler
199.443024,9.3,1.153,5646.0,4.278,0.0,Kepler
39.6766071,2.29,0.888,5244.0,4.449,1.0,Kepler
358.66044,1.62,1.406,5619.0,4.07,0.0,Kepler
4.454194254,11.76,0.915,5359.0,4.425,1.0,Kepler
809.0141881,14.38,1.047,6230.0,4.397,1.0,Kepler
21.0871953,14.43,1.522,6266.0,4.101,1.0,Kepler
1.575631524,28.66,0.858,6202.0,4.537,0.0,Kepler
6.09855603,0.84,0.925,5465.0,4.449,1.0,Kepler
203.250506,1.35,0.872,5600.0,4.455,0.0,Kepler
16.54295261,2.31,0.867,5215.0,4.518,1.0,Kepler
11.023474798,2.46,0.537,3744.0,4.718,1.0,Kepler
34.18884323,2.97,0.925,5515.0,4.453,1.0,Kepler
4.30165843,2.42,0.865,5480.0,4.509,1.0,Kepler
7.650243513,2.3,0.746,5409.0,4.609,1.0,Kepler
2.47240869,0.36,0.525,4729.0,4.726,1.0,Kepler
4.592393816,2.51,0.796,5351.0,4.582,1.0,Kepler
11.53029332,3.98,1.152,5770.0,4.289,1.0,Kepler
5.859935955,2.56,1.424,6181.0,4.22,1.0,Kepler
2.104721971,2.89,0.975,5703.0,4.498,1.0,Kepler
10.63624422,1.58,0.774,5834.0,4.591,0.0,Kepler
7.9069765,1.13,0.996,6347.0,4.464,1.0,Kepler
6.412512953,3.89,1.108,6026.0,4.366,1.0,Kepler
2.019997006,1.46,0.787,5103.0,4.562,1.0,Kepler
3.763041531,1.63,0.787,5103.0,4.562,1.0,Kepler
6.521209629,2.54,0.898,5822.0,4.529,1.0,Kepler
6.996926239,3.21,0.893,5713.0,4.541,1.0,Kepler
13.9509565,0.75,1.227,5888.0,4.275,1.0,Kepler
5.428344915,14.88,0.965,5936.0,4.501,0.0,Kepler
16.30141333,3.84,1.138,6072.0,4.328,1.0,Kepler
24.61480613,4.2,0.986,5312.0,4.384,1.0,Kepler
42.949522,2.98,0.986,5312.0,4.384,1.0,Kepler
117.033521,2.68,0.986,5312.0,4.384,1.0,Kepler
386.39833,2.2,0.812,5284.0,4.523,0.0,Kepler
1.55400389,1.59,0.746,5409.0,4.609,1.0,Kepler
34.25951418,2.41,0.746,5409.0,4.609,1.0,Kepler
23.8761144,10.45,2.533,9974.0,4.048,0.0,Kepler
4.99270186,26.6,0.951,5724.0,4.429,0.0,Kepler
4.79860021,2.51,0.847,5631.0,4.557,1.0,Kepler
7.7333361,0.57,0.511,3780.0,4.746,0.0,Kepler
9.57665962,2.88,1.076,5386.0,4.322,1.0,Kepler
96.6781852,3.29,1.076,5386.0,4.322,1.0,Kepler
20.55280311,2.99,1.076,5386.0,4.322,1.0,Kepler
2.023123903,2.87,0.803,5559.0,4.578,0.0,Kepler
10.94026745,2.08,0.864,5749.0,4.547,1.0,Kepler
19.5352551,0.53,0.118,2703.0,5.274,1.0,Kepler
3.687469832,5.78,0.606,4004.0,4.659,1.0,Kepler
151.863949,2.41,0.893,5713.0,4.541,1.0,Kepler
5.945043548,2.69,0.868,5105.0,4.469,1.0,Kepler
65.7045275,2.78,1.043,5918.0,4.403,1.0,Kepler
17.73842886,2.47,0.868,5105.0,4.469,1.0,Kepler
84.799829,1.16,1.406,5619.0,4.07,1.0,Kepler
9.93962361,1.93,0.868,5105.0,4.469,1.0,Kepler
6.8731664,13.44,2.179,6490.0,3.942,1.0,Kepler
8.600099313,4.17,0.805,5246.0,4.501,1.0,Kepler
12.37646897,2.53,0.607,4200.0,4.664,1.0,Kepler
9.340538,0.84,0.607,4200.0,4.664,1.0,Kepler
330.071558,2.94,1.115,5933.0,4.342,1.0,Kepler
18.87022157,2.82,0.865,5402.0,4.452,1.0,Kepler
19.5776073,0.9,0.925,5465.0,4.449,1.0,Kepler
17.20522898,2.22,0.689,5211.0,4.643,1.0,Kepler
17.90766147,4.89,0.993,6153.0,4.471,0.0,Kepler
22.18332255,2.78,1.03,5565.0,4.361,1.0,Kepler
354.78194,30.53,1.525,5798.0,4.025,0.0,Kepler
7.65880048,2.19,0.855,5657.0,4.508,1.0,Kepler
9.3789167,2.03,0.808,5684.0,4.493,1.0,Kepler
4.221626193,2.87,0.987,6123.0,4.472,1.0,Kepler
16.54967098,2.95,0.916,5372.0,4.434,1.0,Kepler
2.154911236,1.42,1.424,6181.0,4.22,1.0,Kepler
11.505879,0.99,1.403,6336.0,4.266,1.0,Kepler
3.52467888,1.46,0.916,5372.0,4.434,1.0,Kepler
6.400157105,2.52,0.766,5299.0,4.597,1.0,Kepler
2.437029217,2.04,1.329,5573.0,4.177,1.0,Kepler
9.9267215,2.76,0.982,5475.0,4.43,1.0,Kepler
21.22349325,2.63,0.982,5475.0,4.43,1.0,Kepler
6.47027706,1.15,0.982,5475.0,4.43,1.0,Kepler
3.722158895,2.33,0.806,5617.0,4.574,1.0,Kepler
46.9026431,2.6,0.865,5402.0,4.452,1.0,Kepler
5.263415218,3.77,1.028,6099.0,4.456,1.0,Kepler
4.030466786,4.48,0.854,5234.0,4.542,1.0,Kepler
9.27989,1.29,0.967,6052.0,4.456,0.0,Kepler
328.240201,10.99,0.854,5234.0,4.542,1.0,Kepler
22.264806569,12.34,0.813,5681.0,4.566,0.0,Kepler
2.217038096,3.23,1.276,6521.0,4.352,0.0,Kepler
8.874603,1.24,1.278,6517.0,4.349,0.0,Kepler
4.393157678,1.41,0.692,4799.0,4.631,1.0,Kepler
251.7512,1.25,0.921,5640.0,4.492,0.0,Kepler
16.145671932,2.48,0.741,4900.0,4.602,1.0,Kepler
1071.232624,9.27,0.692,4799.0,4.631,1.0,Kepler
2.735900074,1.56,0.766,5299.0,4.597,1.0,Kepler
5.852968845,3.46,1.013,6050.0,4.45,1.0,Kepler
81.1701587,4.71,1.165,5460.0,4.263,1.0,Kepler
371.17573,4.07,3.218,9030.0,3.822,0.0,Kepler
2.820190603,2.53,1.121,5831.0,4.359,1.0,Kepler
21.21712312,2.97,1.007,6191.0,4.438,1.0,Kepler
15.77980122,2.11,0.911,5941.0,4.519,1.0,Kepler
14.03490255,2.41,0.785,5258.0,4.513,1.0,Kepler
10.35586478,1.92,0.778,4646.0,4.539,1.0,Kepler
22.342964828,9.99,1.331,6181.0,4.234,1.0,Kepler
11.38840217,3.04,1.456,5876.0,4.151,1.0,Kepler
20.5498184,4.04,0.971,5688.0,4.415,1.0,Kepler
934.09418462,7.89,0.832,5937.0,4.559,1.0,Kepler
199.83920527,21.48,0.869,5457.0,4.548,1.0,Kepler
17.4217322,1.42,0.967,6052.0,4.456,0.0,Kepler
15.84132627,16.84,0.702,5119.0,4.575,1.0,Kepler
5.931196562,2.01,0.539,3984.0,4.72,1.0,Kepler
0.837491225,1.43,1.044,5676.0,4.347,1.0,Kepler
7.40611676,1.37,0.692,4799.0,4.631,1.0,Kepler
21.803708,1.11,0.692,4799.0,4.631,1.0,Kepler
4.66229074,24.12,1.025,6191.0,4.454,0.0,Kepler
29.9111886,2.9,0.969,5275.0,4.397,1.0,Kepler
2.908453928,19.44,0.824,5786.0,4.558,0.0,Kepler
25.69581456,1.7,0.477,3787.0,4.775,1.0,Kepler
25.70280003,33.1,0.835,5532.0,4.488,0.0,Kepler
13.64617478,2.06,0.829,5569.0,4.566,1.0,Kepler
3.213668926,4.13,1.545,5795.0,4.101,1.0,Kepler
8.13121389,1.58,1.424,6181.0,4.22,1.0,Kepler
41.8854433,3.28,1.028,5735.0,4.356,1.0,Kepler
13.81733587,2.04,1.028,5735.0,4.356,1.0,Kepler
52.8148051,3.33,1.439,5565.0,4.117,1.0,Kepler
8.30783912,2.15,0.786,5320.0,4.589,1.0,Kepler
34.0963441,1.71,0.786,5320.0,4.589,1.0,Kepler
6.45442931,2.48,0.943,6092.0,4.496,1.0,Kepler
3.595769013,2.39,1.196,5762.0,4.283,1.0,Kepler
52.6615266,1.87,0.539,3984.0,4.72,1.0,Kepler
1.902208647,4.45,0.937,5400.0,4.463,1.0,Kepler
20.605501,0.85,1.308,6099.0,4.193,1.0,Kepler
15.90688891,2.35,0.797,5097.0,4.554,1.0,Kepler
4.973455252,2.46,0.797,5097.0,4.554,1.0,Kepler
30.5528972,30.74,1.138,6284.0,4.349,0.0,Kepler
4.804469031,3.35,0.809,5470.0,4.528,0.0,Kepler
1.616883373,4.47,1.816,4868.0,3.902,1.0,Kepler
9.5539134,0.68,1.307,6175.0,4.299,1.0,Kepler
13.19322809,2.94,1.223,5946.0,4.309,1.0,Kepler
10.31174786,1.34,0.741,4900.0,4.602,1.0,Kepler
4.42535097,1.63,1.223,5946.0,4.309,1.0,Kepler
4.302139338,2.46,0.857,5041.0,4.479,1.0,Kepler
3.137845914,1.5,0.857,5041.0,4.479,1.0,Kepler
6.77067637,1.9,2.335,6337.0,3.893,1.0,Kepler
3.74782314,25.59,1.053,6161.0,4.454,0.0,Kepler
1.09173174,1.07,0.788,5354.0,4.587,0.0,Kepler
20.68420772,3.28,1.092,6246.0,4.433,1.0,Kepler
50.6985408,3.58,1.456,5876.0,4.151,1.0,Kepler
2.9926465,0.89,0.863,5718.0,4.549,0.0,Kepler
0.589376952,0.93,1.015,5714.0,4.428,1.0,Kepler
39.7529915,2.37,1.01,6072.0,4.411,1.0,Kepler
9.99760285,2.82,0.977,6004.0,4.484,1.0,Kepler
90.4117992,3.96,0.977,6004.0,4.484,1.0,Kepler
13.54057461,2.17,1.014,5767.0,4.389,1.0,Kepler
1.732346403,1.37,1.014,5767.0,4.389,1.0,Kepler
1.74610057,1.24,1.749,4854.0,3.939,1.0,Kepler
7.0257409,1.56,1.014,5767.0,4.389,1.0,Kepler
16.21774917,2.22,0.798,5837.0,4.577,1.0,Kepler
11.72291212,2.08,0.953,5550.0,4.431,1.0,Kepler
8.661374,1.32,0.986,6250.0,4.472,0.0,Kepler
9.66857386,1.9,0.836,5288.0,4.541,1.0,Kepler
7.053527145,2.16,0.567,4041.0,4.697,1.0,Kepler
9.521644639,2.16,0.567,4041.0,4.697,1.0,Kepler
3.072146607,1.3,0.567,4041.0,4.697,1.0,Kepler
4.645382149,1.33,0.567,4041.0,4.697,1.0,Kepler
9.82578495,2.66,1.092,6246.0,4.433,1.0,Kepler
25.30291816,3.95,0.888,5121.0,4.457,1.0,Kepler
21.30020491,2.99,1.168,6008.0,4.35,1.0,Kepler
289.864067,2.34,0.886,5516.0,4.446,1.0,Kepler
10.29767658,39.14,1.608,5671.0,4.075,0.0,Kepler
51.0674355,2.44,0.977,6004.0,4.484,1.0,Kepler
1.682695938,1.23,0.47,3669.0,4.787,1.0,Kepler
17.30795548,3.56,1.439,5565.0,4.117,1.0,Kepler
10.423677439,3.72,1.331,6181.0,4.234,1.0,Kepler
2.09227115,2.06,1.439,5565.0,4.117,1.0,Kepler
45.29422297,2.26,1.044,5676.0,4.347,1.0,Kepler
16.70920628,2.27,0.668,4621.0,4.605,1.0,Kepler
28.55158187,1.97,0.668,4621.0,4.605,1.0,Kepler
4.045057186,30.33,0.87,5906.0,4.473,0.0,Kepler
10.13958818,1.68,0.5,3893.0,4.758,1.0,Kepler
43.5859419,2.05,0.5,3893.0,4.758,1.0,Kepler
0.986785834,1.19,0.567,4041.0,4.697,1.0,Kepler
24.7962801,2.7,1.141,5770.0,4.333,1.0,Kepler
5.91037674,1.38,0.867,5515.0,4.443,0.0,Kepler
27.4536146,0.95,0.741,4900.0,4.602,1.0,Kepler
8.22241355,2.28,0.615,4213.0,4.658,1.0,Kepler
0.635587392,28.58,1.608,5671.0,4.075,0.0,Kepler
13.02363236,2.3,0.945,5627.0,4.453,1.0,Kepler
11.6370303,2.9,1.198,5576.0,4.257,1.0,Kepler
6.93650854,1.51,1.574,6615.0,4.173,1.0,Kepler
5.68798675,2.76,1.198,5576.0,4.257,1.0,Kepler
3.055171082,35.24,0.987,6237.0,4.426,0.0,Kepler
5.40426917,2.85,0.964,6122.0,4.487,1.0,Kepler
11.67894236,4.17,0.964,6122.0,4.487,1.0,Kepler
1.208462378,1.64,0.964,6122.0,4.487,1.0,Kepler
2.85188338,1.23,1.107,6123.0,4.413,1.0,Kepler
12.91385906,2.49,0.997,6253.0,4.41,1.0,Kepler
54.31996151,6.07,1.331,6181.0,4.234,1.0,Kepler
252.0792347,41.07,1.014,6348.0,4.434,0.0,Kepler
27.04627886,3.54,0.915,6332.0,4.516,0.0,Kepler
3.723560726,3.46,1.181,6535.0,4.373,0.0,Kepler
18.3848331,1.15,0.872,5083.0,4.468,1.0,Kepler
3.705991661,2.43,1.034,6187.0,4.409,1.0,Kepler
5.188671659,5.2,1.941,9523.0,4.205,0.0,Kepler
2.236100588,55.59,0.795,5708.0,4.578,0.0,Kepler
40.606895,2.67,1.027,5538.0,4.384,1.0,Kepler
13.76710058,2.24,0.76,5001.0,4.582,1.0,Kepler
2.2165905,0.48,0.831,5397.0,4.543,1.0,Kepler
6.1954595,1.37,0.76,5001.0,4.582,1.0,Kepler
3.25058201,1.19,0.76,5001.0,4.582,1.0,Kepler
8.34819209,1.45,0.76,5001.0,4.582,1.0,Kepler
2.399069173,1.78,1.001,5654.0,4.395,0.0,Kepler
3.65849707,14.61,1.822,5857.0,3.972,1.0,Kepler
91.172033,1.58,0.836,5552.0,4.562,0.0,Kepler
3.701765401,1.63,0.898,5252.0,4.442,1.0,Kepler
86.4943704,3.07,0.898,5252.0,4.442,1.0,Kepler
5.17968868,18.91,0.815,5761.0,4.548,0.0,Kepler
51.84688984,8.73,0.838,5227.0,4.535,1.0,Kepler
4.180048081,3.44,0.838,5227.0,4.535,1.0,Kepler
68.832195,2.35,0.86,5687.0,4.538,0.0,Kepler
1.729367077,1.82,0.838,5227.0,4.535,1.0,Kepler
5.26640614,38.05,1.175,5916.0,4.296,0.0,Kepler
44.18938922,14.0,0.968,6061.0,4.438,0.0,Kepler
29.00789166,2.64,0.801,5295.0,4.566,1.0,Kepler
47.878243,8.15,0.624,4254.0,4.634,0.0,Kepler
2.433703498,1.66,0.778,5251.0,4.592,1.0,Kepler
13.69942266,3.85,1.089,5541.0,4.332,1.0,Kepler
4.309381978,1.89,1.089,5541.0,4.332,1.0,Kepler
4.9213639,2.14,0.799,5076.0,4.55,1.0,Kepler
87.0912594,2.95,0.76,5001.0,4.582,1.0,Kepler
1.583160478,3.27,1.012,6063.0,4.476,0.0,Kepler
7.9788198,0.99,1.098,5553.0,4.33,1.0,Kepler
18.49234792,3.34,0.838,5289.0,4.477,1.0,Kepler
7.930583519,3.05,1.032,5674.0,4.446,1.0,Kepler
7.07136119,0.63,0.741,4900.0,4.602,1.0,Kepler
9.50150926,25.77,0.908,5938.0,4.518,0.0,Kepler
15.65563866,2.55,0.837,5185.0,4.484,1.0,Kepler
10.52286678,23.26,1.614,5548.0,4.038,1.0,Kepler
9.17858526,2.3,0.788,5506.0,4.584,1.0,Kepler
4.33144839,1.07,0.728,5344.0,4.55,0.0,Kepler
23.67513153,2.76,0.781,5309.0,4.588,1.0,Kepler
29.19899219,4.15,0.94,5376.0,4.462,1.0,Kepler
160.0191598,4.28,0.94,5376.0,4.462,1.0,Kepler
10.854095934,2.99,0.925,5465.0,4.449,1.0,Kepler
55.3291399,1.67,0.94,5376.0,4.462,1.0,Kepler
17.177328207,15.29,0.973,6032.0,4.485,0.0,Kepler
7.064252021,2.37,0.799,5076.0,4.55,1.0,Kepler
53.71798494,155.12,21.449,4959.0,2.332,1.0,Kepler
43.501748,10.1,6.221,4604.0,2.936,0.0,Kepler
19.44639139,3.24,0.954,5815.0,4.421,1.0,Kepler
6.91986988,1.39,0.954,5815.0,4.421,1.0,Kepler
105.8817667,10.16,2.499,5903.0,3.757,1.0,Kepler
16.6658994,2.85,1.032,5674.0,4.446,1.0,Kepler
4.16696628,2.74,0.943,5456.0,4.45,1.0,Kepler
0.535224793,1.09,0.738,5044.0,4.551,0.0,Kepler
11.46347165,3.0,0.943,5456.0,4.45,1.0,Kepler
39.6034,2.22,0.943,5456.0,4.45,1.0,Kepler
2.940304817,2.59,1.054,5527.0,4.376,1.0,Kepler
5.378868001,1.86,0.774,5077.0,4.567,1.0,Kepler
15.28467725,2.7,1.374,5763.0,4.181,1.0,Kepler
73.506021,2.37,1.052,6215.0,4.44,0.0,Kepler
21.05349939,2.75,1.247,5751.0,4.254,1.0,Kepler
127.905412,8.03,1.247,5751.0,4.254,1.0,Kepler
6.21716039,1.81,1.247,5751.0,4.254,1.0,Kepler
21.05647572,5.05,1.118,6156.0,4.381,0.0,Kepler
31.80514278,34.82,0.863,5931.0,4.545,0.0,Kepler
4.57797412,0.96,0.848,5795.0,4.554,1.0,Kepler
37.60936976,15.8,0.896,5600.0,4.483,0.0,Kepler
49.26678528,929.36,1.143,5988.0,4.382,0.0,Kepler
3.613757526,7.05,0.906,5986.0,4.498,0.0,Kepler
7.381980206,3.42,0.914,5559.0,4.47,1.0,Kepler
17.58751692,4.03,1.107,5433.0,4.302,1.0,Kepler
3.01609637,0.96,0.637,4245.0,4.641,1.0,Kepler
11.34436822,17.21,0.752,5594.0,4.602,0.0,Kepler
1.576341127,2.96,1.666,5087.0,3.967,0.0,Kepler
18.47762694,1.55,0.283,3395.0,4.97,1.0,Kepler
58.36205791,7.02,0.953,5592.0,4.467,1.0,Kepler
5.350156114,2.6,0.953,5592.0,4.467,1.0,Kepler
21.9424316,1.23,1.424,6052.0,4.183,1.0,Kepler
6.38899658,2.89,1.054,5527.0,4.376,1.0,Kepler
14.62709685,2.7,1.054,5527.0,4.376,1.0,Kepler
35.1184432,3.26,1.054,5527.0,4.376,1.0,Kepler
8.00579096,2.36,0.935,6032.0,4.395,1.0,Kepler
4.26374378,1.28,0.935,6032.0,4.395,1.0,Kepler
330.025002,5.92,3.466,6126.0,3.578,1.0,Kepler
84.6877524,3.37,1.79,6688.0,4.062,1.0,Kepler
2.340523247,1.4,0.981,6056.0,4.397,0.0,Kepler
25.85499978,2.4,0.964,6122.0,4.487,1.0,Kepler
10.68758211,2.64,0.848,5788.0,4.524,1.0,Kepler
20.30303506,2.16,0.848,5788.0,4.524,1.0,Kepler
39.0930875,2.99,1.193,6072.0,4.343,0.0,Kepler
12.56096618,2.74,0.914,5559.0,4.47,1.0,Kepler
30.8261043,3.18,0.914,5559.0,4.47,1.0,Kepler
3.696121272,1.78,0.925,5465.0,4.449,1.0,Kepler
3.42806306,1.21,0.914,5559.0,4.47,1.0,Kepler
13.24931848,2.86,1.078,5799.0,4.361,1.0,Kepler
22.4098677,0.73,0.741,4900.0,4.602,0.0,Kepler
363.706662,5.26,1.064,6240.0,4.397,0.0,Kepler
9.391039263,11.73,1.498,5944.0,4.132,1.0,Kepler
18.00932214,4.96,0.877,5815.0,4.54,1.0,Kepler
22.18431824,3.18,0.818,5157.0,4.5,1.0,Kepler
77.4794704,10.33,2.909,6711.0,3.73,1.0,Kepler
276.32360146,1.21,1.26,6528.0,4.257,0.0,Kepler
5.28691996,0.51,0.741,4900.0,4.602,1.0,Kepler
6.51003001,2.78,1.153,5638.0,4.327,1.0,Kepler
35.18105723,4.17,1.215,6520.0,4.375,1.0,Kepler
11.75560012,22.39,0.806,5644.0,4.575,0.0,Kepler
17.79421914,25.27,0.805,5485.0,4.574,0.0,Kepler
6.12601169,0.83,1.286,5679.0,4.146,0.0,Kepler
29.02235217,2.55,0.848,5788.0,4.524,1.0,Kepler
3.383540239,1.65,0.986,5300.0,4.385,1.0,Kepler
2.358952404,0.96,0.986,5300.0,4.385,1.0,Kepler
20.72904234,1.94,0.803,4979.0,4.538,1.0,Kepler
1.632916419,1.13,0.803,4979.0,4.538,1.0,Kepler
11.1438086,0.75,1.11,6095.0,4.349,1.0,Kepler
7.216951388,41.57,1.056,6266.0,4.38,0.0,Kepler
15.85238672,32.21,1.005,5903.0,4.322,0.0,Kepler
4.147021189,7.31,1.205,5818.0,4.266,1.0,Kepler
15.22895514,3.0,0.812,5456.0,4.562,1.0,Kepler
24.67458244,2.33,0.812,5456.0,4.562,1.0,Kepler
32.526674,1.26,0.868,5668.0,4.545,1.0,Kepler
10.32906563,6.17,1.049,6228.0,4.441,1.0,Kepler
3.750832927,4.61,0.95,5776.0,4.512,1.0,Kepler
21.34736612,3.2,1.071,5395.0,4.324,1.0,Kepler
7.81100952,1.36,1.071,5395.0,4.324,1.0,Kepler
4.243748097,3.16,0.843,5873.0,4.554,1.0,Kepler
2.404483552,0.48,2.345,6050.0,3.823,0.0,Kepler
13.54204116,2.01,1.015,5891.0,4.395,0.0,Kepler
2.752359689,2.54,0.897,5461.0,4.499,1.0,Kepler
13.98177862,2.09,0.651,4859.0,4.615,1.0,Kepler
44.0003975,1.56,0.651,4859.0,4.615,1.0,Kepler
247.354914,2.29,0.651,4859.0,4.615,1.0,Kepler
462.12069,2.46,0.974,6079.0,4.411,0.0,Kepler
12.39894005,4.06,1.108,6355.0,4.41,0.0,Kepler
207.5829306,4.52,1.79,6688.0,4.062,1.0,Kepler
7.26731094,1.14,0.443,3751.0,4.8,1.0,Kepler
13.3430025,1.29,0.443,3751.0,4.8,1.0,Kepler
3.886795001,0.97,0.443,3751.0,4.8,1.0,Kepler
22.40777833,1.15,0.443,3751.0,4.8,1.0,Kepler
20.35509657,17.53,1.077,6081.0,4.404,0.0,Kepler
5.92240377,2.77,1.077,6081.0,4.404,0.0,Kepler
166.7876551,7.03,1.031,5663.0,4.377,1.0,Kepler
77.6114427,2.59,0.925,5465.0,4.449,1.0,Kepler
18.20795835,3.08,0.738,5176.0,4.612,1.0,Kepler
49.537365,1.48,1.023,6118.0,4.416,1.0,Kepler
12.70636123,2.75,0.839,5573.0,4.562,1.0,Kepler
10.94577783,2.84,1.097,5888.0,4.342,1.0,Kepler
28.9869016,2.7,1.097,5888.0,4.342,1.0,Kepler
94.886902,4.24,1.097,5888.0,4.342,1.0,Kepler
5.03505665,1.63,1.097,5888.0,4.342,1.0,Kepler
24.7222403,1.31,0.778,5481.0,4.592,0.0,Kepler
11.90352088,2.56,1.001,6063.0,4.47,1.0,Kepler
9.286964466,2.1,0.81,5546.0,4.575,1.0,Kepler
34.0350605,2.76,1.001,6063.0,4.47,1.0,Kepler
12.75934489,2.58,0.826,4963.0,4.501,1.0,Kepler
5.433132902,1.61,0.826,4963.0,4.501,1.0,Kepler
0.967427812,29.01,0.709,5066.0,4.625,0.0,Kepler
10.64021008,2.87,1.233,6112.0,4.281,1.0,Kepler
4.93883135,1.44,1.233,6112.0,4.281,1.0,Kepler
5.996533443,2.96,1.089,5622.0,4.346,1.0,Kepler
2.06190864,1.63,1.089,5622.0,4.346,1.0,Kepler
20.13490007,2.98,0.826,4963.0,4.501,1.0,Kepler
24.0721647,1.1,0.613,4352.0,4.671,1.0,Kepler
88.2553729,2.96,0.738,5176.0,4.612,1.0,Kepler
19.193103549,12.23,0.892,5883.0,4.53,1.0,Kepler
22.418319842,9.94,0.813,5324.0,4.491,0.0,Kepler
20.131477716,39.89,0.932,6003.0,4.507,0.0,Kepler
6.010383339,3.8,0.738,4882.0,4.558,1.0,Kepler
80.881757,2.27,1.885,5934.0,3.945,1.0,Kepler
1.334101467,1.74,1.58,6178.0,4.106,0.0,Kepler
9.250572762,96.08,3.294,8133.0,3.715,1.0,Kepler
8.1808949,2.1,0.77,5081.0,4.596,1.0,Kepler
15.31296388,2.34,0.77,5081.0,4.596,1.0,Kepler
18.42794957,2.24,0.779,4768.0,4.536,1.0,Kepler
8.8249556,1.1,0.994,6078.0,4.434,0.0,Kepler
7.30497811,10.86,0.744,5247.0,4.609,0.0,Kepler
